sample	classification	n_reads	p_reads
SRR10002944	Archaeal	932	2.506916884945964e-4
SRR10002944	Viral	459	1.2346296675860488e-4
SRR10002944	Human	490463	0.1319259631052846
SRR10002945	Filtered	422150	0.0818990570598675
SRR10002945	Duplicate	446137	0.08655264626203507
SRR10002945	Ribosomal	15432	0.0029938795417455296
SRR10002945	Unassigned	1800631	0.3493307616078794
SRR10002945	Bacterial	1564578	0.3035353852815667
SRR10002945	Archaeal	2901	5.628074488467976e-4
SRR10002945	Viral	991	1.922585942113673e-4
SRR10002945	Human	901696	0.17493320420384764
SRR10002946	Filtered	285468	0.05871925429912205
SRR10002946	Duplicate	455073	0.0936061037022166
SRR10002946	Ribosomal	14179	0.00291654513538208
SRR10002946	Unassigned	1583440	0.32570521399036606
SRR10002946	Bacterial	1419220	0.29192603054072613
SRR10002946	Archaeal	1750	3.599657230353791e-4
SRR10002946	Viral	1005	2.0672317237174626e-4
SRR10002946	Human	1101439	0.22656016343677993
SRR10002947	Filtered	568934	0.11977288090563012
SRR10002947	Duplicate	383671	0.08077102263170072
SRR10002947	Ribosomal	27927	0.005879235983526266
SRR10002947	Unassigned	3100990	0.6528252942512663
SRR10002947	Bacterial	579183	0.1219305165125754
SRR10002947	Archaeal	725	1.5262814079767045e-4
SRR10002947	Viral	203	4.2735879423347725e-5
SRR10002947	Human	88474	0.018625685695080132
SRR10002948	Filtered	273541	0.0742424201301151
SRR10002948	Duplicate	223711	0.06071794008842616
SRR10002948	Ribosomal	33726	0.00915365470371265
SRR10002948	Unassigned	2825318	0.766826347630434
SRR10002948	Bacterial	250751	0.06805693146565411
SRR10002948	Archaeal	451	1.224069937548006e-4
SRR10002948	Viral	165	4.478304649565876e-5
SRR10002948	Human	76767	0.02083551594140749
SRR10002949	Filtered	329194	0.06721634522225392
SRR10002949	Duplicate	446208	0.09110880201015654
SRR10002949	Ribosomal	9611	0.0019624181908876907
SRR10002949	Unassigned	1463100	0.29874248830379563
SRR10002949	Bacterial	1274992	0.2603337315613649
SRR10002949	Archaeal	1727	3.526268042516951e-4
SRR10002949	Viral	568	1.159768528170022e-4
SRR10002949	Human	1372129	0.2801676110544726
SRR10002950	Filtered	304665	0.05768804733727811
SRR10002950	Duplicate	522823	0.09899607100591716
SRR10002950	Ribosomal	10484	0.001985136094674556
SRR10002950	Unassigned	1793821	0.3396584142011834
SRR10002950	Bacterial	1260152	0.2386086627218935
SRR10002950	Archaeal	3142	5.949349112426036e-4
SRR10002950	Viral	448	8.48284023668639e-5
SRR10002950	Human	1385715	0.2623839053254438
SRR10002951	Filtered	311564	0.05351714945308635
SRR10002951	Duplicate	559440	0.09609465178914968
SRR10002951	Ribosomal	14980	0.0025731050404001537
SRR10002951	Unassigned	1680161	0.288600182762601
SRR10002951	Bacterial	1658169	0.2848226309569615
SRR10002951	Archaeal	1308	2.2467432528994668e-4
SRR10002951	Viral	1154	1.982218435662068e-4
SRR10002951	Human	1594984	0.2739693838289452
SRR10002952	Filtered	249270	0.05941646155628367
SRR10002952	Duplicate	367726	0.08765185438378453
SRR10002952	Ribosomal	9332	0.0022243929042533766
SRR10002952	Unassigned	1020147	0.24316413931583472
SRR10002952	Bacterial	835297	0.19910294896529498
SRR10002952	Archaeal	620	1.4778435497611375e-4
SRR10002952	Viral	419	9.987362054030913e-5
SRR10002952	Human	1712491	0.4081925448990323
SRR10002953	Filtered	389665	0.09628687714623255
SRR10002953	Duplicate	370288	0.09149878784269606
SRR10002953	Ribosomal	12398	0.003063566660744463
SRR10002953	Unassigned	1774756	0.43854519378578805
SRR10002953	Bacterial	1013855	0.2505252764017646
SRR10002953	Archaeal	950	2.347465984600129e-4
SRR10002953	Viral	600	1.4826100955369235e-4
SRR10002953	Human	484405	0.11969729055476057
SRR10002954	Filtered	355083	0.07048603749854099
SRR10002954	Duplicate	462894	0.09188714706660028
SRR10002954	Ribosomal	15311	0.0030393224123378506
SRR10002954	Unassigned	2282476	0.4530847405409998
SRR10002954	Bacterial	1419733	0.2818252450157177
SRR10002954	Archaeal	1699	3.372613662440081e-4
SRR10002954	Viral	558	1.1076624035559536e-4
SRR10002954	Human	499882	0.0992294798592038
SRR10002955	Filtered	442367	0.07324959891031438
SRR10002955	Duplicate	557428	0.09230204201800478
SRR10002955	Ribosomal	16003	0.00264986613233302
SRR10002955	Unassigned	2876779	0.47635313643109745
SRR10002955	Bacterial	1500324	0.24843202869002096
SRR10002955	Archaeal	2142	3.5468432515511645e-4
SRR10002955	Viral	667	1.1044558584428696e-4
SRR10002955	Human	643463	0.10654819790723001
SRR10002956	Filtered	309622	0.06113870648298713
SRR10002956	Duplicate	500423	0.09881473188060239
SRR10002956	Ribosomal	10948	0.0021618184708313464
SRR10002956	Unassigned	1927317	0.38057266073687046
SRR10002956	Bacterial	1522643	0.3006647572051565
SRR10002956	Archaeal	1341	2.6479709256346687e-4
SRR10002956	Viral	564	1.1136879955689435e-4
SRR10002956	Human	791397	0.15627115933143176
SRR10002957	Filtered	676383	0.1736845835394028
SRR10002957	Duplicate	227877	0.05851525222131321
SRR10002957	Ribosomal	11457	0.0029419785441250563
SRR10002957	Unassigned	2163998	0.5556808663288412
SRR10002957	Bacterial	450472	0.11567416939243277
SRR10002957	Archaeal	1586	4.0726001317817394e-4
SRR10002957	Viral	236	6.060111167090104e-5
SRR10002957	Human	362309	0.09303528884903596
SRR10002958	Filtered	449284	0.11183165264593455
SRR10002958	Duplicate	231352	0.05758601798181607
SRR10002958	Ribosomal	11517	0.002866706011171616
SRR10002958	Unassigned	2019008	0.5025529539119199
SRR10002958	Bacterial	537050	0.133677560415014
SRR10002958	Archaeal	777	1.9340371369977818e-4
SRR10002958	Viral	373	9.284373900903123e-5
SRR10002958	Human	768142	0.19119886158143504
SRR10002959	Filtered	303016	0.08348840784716532
SRR10002959	Duplicate	221998	0.061165943597879344
SRR10002959	Ribosomal	10915	0.0030073526534962164
SRR10002959	Unassigned	1622304	0.44698490510101013
SRR10002959	Bacterial	468343	0.1290400883001721
SRR10002959	Archaeal	723	1.99204394729983e-4
SRR10002959	Viral	323	8.899449446443223e-5
SRR10002959	Human	1001816	0.2760251036110825
SRR10002960	Filtered	485411	0.10519938450869057
SRR10002960	Duplicate	252485	0.05471912790949677
SRR10002960	Ribosomal	24147	0.0052331931862511375
SRR10002960	Unassigned	2439960	0.5287937237224221
SRR10002960	Bacterial	524249	0.11361644488752114
SRR10002960	Archaeal	1337	2.8975770447748256e-4
SRR10002960	Viral	452	9.795847600884227e-5
SRR10002960	Human	886159	0.19205040960513198
SRR10002961	Filtered	521944	0.11426719938700673
SRR10002961	Duplicate	297989	0.06523758962289967
SRR10002961	Ribosomal	14154	0.0030986809698429203
SRR10002961	Unassigned	2142502	0.4690497509714849
SRR10002961	Bacterial	648839	0.1420478353675223
SRR10002961	Archaeal	988	2.1629905314432708e-4
SRR10002961	Viral	577	1.263203984456242e-4
SRR10002961	Human	940757	0.20595632422965354
SRR10002962	Filtered	402515	0.10899327543320843
SRR10002962	Duplicate	202259	0.0547678245428004
SRR10002962	Ribosomal	11272	0.003052239545565073
SRR10002962	Unassigned	1637348	0.4433621642522961
SRR10002962	Bacterial	406779	0.11014788414703823
SRR10002962	Archaeal	1351	3.658246651932589e-4
SRR10002962	Viral	240	6.498735725120809e-5
SRR10002962	Human	1031262	0.2792458000566473
SRR10002963	Filtered	401895	0.09492217890561562
SRR10002963	Duplicate	256670	0.06062199245998174
SRR10002963	Ribosomal	14916	0.003522958037686865
SRR10002963	Unassigned	2314339	0.5466156598271776
SRR10002963	Bacterial	539807	0.12749513337688612
SRR10002963	Archaeal	934	2.2059820375432634e-4
SRR10002963	Viral	486	1.147866456366195e-4
SRR10002963	Human	704895	0.1664866925432611
SRR10002964	Filtered	416227	0.10617791938450392
SRR10002964	Duplicate	210521	0.053703103755270924
SRR10002964	Ribosomal	23156	0.005907007237078741
SRR10002964	Unassigned	2699567	0.6886492401960159
SRR10002964	Bacterial	462243	0.11791642538819262
SRR10002964	Archaeal	567	1.4463953633717593e-4
SRR10002964	Viral	201	5.127433298725285e-5
SRR10002964	Human	107608	0.027450390169613453
SRR10002965	Filtered	322445	0.07941249848228528
SRR10002965	Duplicate	269236	0.06630806320884666
SRR10002965	Ribosomal	12279	0.003024100447716606
SRR10002965	Unassigned	1550935	0.3819678498150789
SRR10002965	Bacterial	366026	0.09014572770387803
SRR10002965	Archaeal	438	1.0787165046826886e-4
SRR10002965	Viral	277	6.822019904043487e-5
SRR10002965	Human	1538745	0.37896566849268576
SRR10002966	Filtered	976156	0.23406008244503823
SRR10002966	Duplicate	232668	0.055788512555700276
SRR10002966	Ribosomal	13495	0.0032357951112279093
SRR10002966	Unassigned	1757789	0.421477958708425
SRR10002966	Bacterial	487677	0.11693389051191501
SRR10002966	Archaeal	588	1.4098907190826312e-4
SRR10002966	Viral	638	1.5297793856712901e-4
SRR10002966	Human	701525	0.16820979365721817
SRR10002967	Filtered	388074	0.10369533919545623
SRR10002967	Duplicate	207678	0.05549261391753624
SRR10002967	Ribosomal	7671	0.0020497300694412527
SRR10002967	Unassigned	2163897	0.5782042430027009
SRR10002967	Bacterial	605356	0.16175419057706675
SRR10002967	Archaeal	1256	3.3560956423128843e-4
SRR10002967	Viral	294	7.855828971655956e-5
SRR10002967	Human	368218	0.09838971538385077
