sample	percent_gc	mean_seq_len	n_read_pairs	percent_duplicates	n_bases_approx	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	stage
SRR23083775	50	135.41336132391092	26195720	29.685051029022965	7000000000	pass/pass	pass/pass	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	warn/pass	warn/pass	pass/pass	dedup
SRR23083778	48.5	129.44854336730057	14631554	32.04021156997598	3600000000	pass/pass	NA/NA	pass/pass	warn/fail	fail/fail	pass/pass	warn/warn	warn/pass	warn/pass	pass/pass	dedup
SRR23083780	49.5	118.78266333631808	3819420	29.13193080552272	906900000	pass/pass	NA/NA	pass/pass	warn/fail	fail/fail	pass/pass	warn/warn	warn/pass	warn/pass	pass/pass	dedup
SRR23083782	49	132.03977994964433	16944667	34.367654780702075	4400000000	pass/pass	NA/NA	pass/pass	warn/fail	fail/warn	pass/pass	warn/warn	fail/pass	warn/pass	pass/pass	dedup
SRR23083784	49	131.6235114076904	12094648	33.68325801079424	3000000000	pass/pass	NA/NA	pass/pass	warn/fail	fail/warn	pass/pass	warn/warn	warn/pass	warn/pass	pass/pass	dedup
SRR23083786	49	114.9018657603624	9950742	32.737968315979586	2200000000	pass/pass	NA/NA	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	warn/pass	warn/pass	pass/pass	dedup
SRR23083787	49.5	132.67011910072466	43877063	36.50987619519536	11600000000	pass/pass	NA/NA	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	warn/pass	warn/pass	pass/pass	dedup
SRR23083789	49	126.36997151057223	12330890	29.334531330754864	3000000000	pass/pass	NA/NA	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	warn/pass	warn/pass	pass/pass	dedup
SRR23083790	53	133.45990280655553	20724443	18.739842090817454	5400000000	pass/pass	pass/pass	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	dedup
SRR23083792	50	129.0994087095229	23040114	38.21192009102124	5800000000	pass/pass	NA/NA	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	fail/pass	warn/pass	pass/pass	dedup
SRR23083794	50.5	137.19202095532955	12685842	2.0717770106506848	3400000000	pass/pass	pass/pass	pass/pass	warn/fail	fail/fail	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	dedup
SRR23083795	49	128.10786717045102	46069448	28.583695306562817	11700000000	pass/pass	pass/pass	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	warn/pass	warn/pass	pass/pass	dedup
SRR23083797	49	126.28199627861503	9283103	34.709864035496885	2200000000	pass/pass	NA/NA	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	warn/pass	warn/pass	pass/pass	dedup
SRR23083798	51	114.90460588336119	17736120	18.75403829498874	4000000000	pass/pass	pass/pass	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	dedup
SRR23083799	50	124.94712329063131	13605754	33.80096235757916	3300000000	pass/pass	NA/NA	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	warn/pass	pass/pass	pass/pass	dedup
SRR23083801	50	125.0328331682208	29207355	31.80102316502387	7200000000	pass/pass	NA/NA	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	warn/pass	warn/pass	pass/pass	dedup
SRR23083804	51	124.5056112588669	10498179	35.053700372699545	2600000000	pass/pass	NA/NA	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	warn/pass	pass/pass	pass/pass	dedup
SRR23083806	50	139.60067530271363	35613362	42.42194109045846	9800000000	pass/pass	NA/NA	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	fail/warn	pass/pass	pass/pass	dedup
SRR23083808	50.5	118.65874404524547	7164653	26.535052738995354	1699300000	pass/pass	NA/NA	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	warn/pass	warn/pass	pass/pass	dedup
SRR23083810	50	132.9930005465168	25530779	37.62994314917632	6600000000	pass/pass	pass/pass	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	fail/pass	warn/pass	pass/pass	dedup
SRR23083813	49.5	125.39352662414652	14971879	33.07882937843952	3600000000	pass/pass	NA/NA	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	warn/pass	warn/pass	pass/pass	dedup
SRR23083818	48	127.53079533082361	18461500	32.145879144459066	4600000000	pass/pass	NA/NA	pass/pass	warn/fail	fail/fail	pass/pass	warn/warn	warn/pass	warn/pass	pass/pass	dedup
SRR23083820	47.5	131.24847141438937	33475881	35.2704229822582	8600000000	pass/pass	NA/NA	pass/pass	warn/fail	fail/fail	pass/pass	warn/warn	warn/pass	warn/pass	pass/pass	dedup
SRR23083822	48	98.40965585851794	7925810	30.29131665468323	1559100000	pass/pass	NA/NA	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	warn/pass	warn/pass	pass/pass	dedup
SRR23083823	48	113.58822239230157	11842838	26.474966906444124	2600000000	pass/pass	NA/NA	pass/pass	warn/fail	fail/fail	pass/pass	warn/warn	warn/pass	warn/pass	pass/pass	dedup
SRR23083825	50	128.5290076569297	15828407	34.413808720692785	4000000000	pass/pass	NA/NA	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	warn/pass	warn/pass	pass/pass	dedup
SRR23083716	47	110.91251630237598	6118740	17.603766963098522	1356600000	pass/pass	NA/NA	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_initial
SRR23083718	46.5	112.19265417111255	2959666	15.795882218654206	663700000	pass/pass	NA/NA	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_initial
SRR23083720	48	130.59346095330167	11280941	4.831287354714242	2800000000	pass/pass	pass/pass	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_initial
SRR23083722	44	135.13527656193654	12966788	4.44356511660439	3400000000	pass/pass	pass/pass	pass/pass	warn/fail	warn/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_initial
SRR23083725	44	132.81499044384302	17606450	17.191141852368617	4600000000	pass/pass	pass/pass	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_initial
SRR23083727	45	130.7992457868766	2900639	3.8178835854082678	758300000	pass/pass	pass/pass	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_initial
SRR23083729	48.5	137.07044665366885	12509267	26.72944561533627	3400000000	pass/pass	pass/pass	pass/pass	warn/fail	warn/pass	pass/pass	warn/warn	warn/pass	pass/pass	pass/pass	ribo_initial
SRR23083731	48	129.94982896291953	6244260	8.30703204868432	1622200000	pass/pass	pass/pass	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_initial
SRR23083733	44	139.6312626982259	15720700	6.226263391985775	4200000000	pass/pass	pass/pass	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_initial
SRR23083734	49	82.53967833843583	3305897	8.125671766042402	545400000	pass/pass	NA/NA	pass/pass	fail/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_initial
SRR23083736	48	99.6127511277503	6003767	8.210241205662648	1195500000	pass/pass	pass/pass	pass/pass	warn/fail	pass/warn	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_initial
SRR23083738	47	127.01732114820388	1950246	19.99488661526936	494900000	pass/pass	pass/pass	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_initial
SRR23083740	47	139.62038846241438	8066263	12.18870474557459	2200000000	pass/pass	pass/pass	pass/pass	warn/fail	pass/warn	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_initial
SRR23083742	48	129.34013713726955	3734798	14.325543074549337	965600000	pass/pass	pass/pass	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_initial
SRR23083744	47	132.1044173406948	7922889	4.534091824017217	2000000000	pass/pass	pass/pass	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_initial
SRR23083747	44.5	137.55392712724583	14614296	6.4833042017796245	4000000000	pass/pass	pass/pass	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_initial
SRR23083749	47	120.18558747780108	3982176	5.298903142523535	956600000	pass/pass	pass/pass	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_initial
SRR23083751	46	94.52698344590854	288992	13.858867450396318	54500000	pass/pass	fail/fail	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_initial
SRR23083753	48	129.91835761077996	1077406	7.381240105810328	279700000	pass/pass	warn/pass	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_initial
SRR23083755	48	132.12365195375043	10889185	4.897165681431339	2800000000	pass/pass	pass/pass	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_initial
SRR23083756	47	104.46355901906554	10601320	15.624949595299114	2200000000	pass/pass	pass/pass	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_initial
SRR23083758	46.5	133.8740885020159	5776343	8.486975351506977	1545600000	pass/pass	pass/pass	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_initial
SRR23083760	45.5	138.62138776897413	16059258	5.05335237709523	4400000000	pass/pass	pass/pass	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_initial
SRR23083762	48	127.03560378157538	11492459	13.27639280719228	2800000000	pass/pass	pass/pass	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_initial
SRR23083764	46	117.70903990465413	863383	12.123217894362462	203000000	pass/pass	warn/pass	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_initial
SRR23083766	47.5	132.69375308571625	19233784	10.651698656746348	5000000000	pass/pass	pass/pass	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_initial
SRR23083769	48	131.17185968338063	5362843	3.386909490004747	1406100000	pass/pass	pass/pass	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_initial
SRR23083771	51	138.60177283591278	14263531	4.6046221565080785	3800000000	pass/pass	NA/NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_initial
SRR23083773	48	126.31122723333428	16995407	2.2959644882196812	4200000000	pass/pass	pass/pass	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_initial
SRR23083775	50	133.6753437763465	9837646	15.77968631734499	2600000000	pass/pass	pass/pass	pass/pass	warn/fail	pass/warn	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_initial
SRR23083778	45	115.09005619874893	3603461	12.315264966474494	828900000	pass/pass	NA/NA	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_initial
SRR23083780	46.5	104.67978209359936	1020071	12.298753225914773	213400000	pass/pass	NA/NA	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_initial
SRR23083782	47	118.99949713490679	3231483	16.310954023267506	768700000	pass/pass	NA/NA	pass/pass	fail/fail	warn/warn	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_initial
SRR23083784	46	109.68805251729145	2635551	11.702286138741627	577700000	pass/pass	NA/NA	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_initial
SRR23083786	46	94.71823034748417	3142244	12.731790214295373	594900000	pass/pass	NA/NA	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_initial
SRR23083787	47	107.7020517403111	8438836	14.033193225808013	1816400000	pass/pass	NA/NA	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_initial
SRR23083789	46	102.8069221641497	2672329	9.600223098174503	549100000	pass/pass	NA/NA	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_initial
SRR23083790	53	127.08963145300532	8768027	4.46328613338531	2200000000	pass/pass	pass/pass	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_initial
SRR23083792	48	110.4794771916026	5632465	18.948160437321917	1243800000	pass/pass	NA/NA	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_initial
SRR23083794	50.5	137.3129426567611	12553180	1.9952438472557432	3400000000	pass/pass	pass/pass	pass/pass	warn/fail	fail/fail	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_initial
SRR23083795	49	120.85595449057851	16819726	9.107101878764809	4000000000	pass/pass	pass/pass	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_initial
SRR23083797	49	112.33347332637294	2675133	13.265247995415585	600600000	pass/pass	NA/NA	pass/pass	warn/fail	pass/warn	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_initial
SRR23083798	50	92.36966167706143	7082257	6.9695366035159125	1307500000	pass/pass	pass/pass	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_initial
SRR23083799	48	103.18073862028294	2869052	12.29516439283006	591700000	pass/pass	NA/NA	pass/pass	fail/fail	warn/warn	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_initial
SRR23083801	48	102.40125389947364	7416065	13.229233943723862	1517900000	pass/pass	NA/NA	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_initial
SRR23083804	50	104.77924152426681	2706639	10.403858116783418	566900000	pass/pass	NA/NA	pass/pass	warn/fail	pass/warn	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_initial
SRR23083806	48	134.17619176361066	6857568	22.72728451125348	1839100000	pass/pass	NA/NA	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_initial
SRR23083808	49	90.4333282114959	2167191	10.168395782274999	391600000	pass/pass	NA/NA	pass/pass	fail/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_initial
SRR23083810	47	116.69006862786424	5147909	16.25724231386708	1200700000	pass/pass	pass/pass	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_initial
SRR23083813	47.5	100.5188119079919	3324490	13.276103287562513	667900000	pass/pass	NA/NA	pass/pass	fail/fail	warn/warn	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_initial
SRR23083818	45	108.7546626380597	4622276	12.00990376494235	1004800000	pass/pass	NA/NA	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_initial
SRR23083820	44.5	110.30842553667448	7974946	14.747331440749363	1758200000	pass/pass	NA/NA	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_initial
SRR23083822	44	76.37609271044296	3761518	12.153456849465506	574100000	pass/pass	NA/NA	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_initial
SRR23083823	45	89.44918602907488	3861133	8.453843946762277	690400000	pass/pass	NA/NA	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_initial
SRR23083825	48	101.45499273493128	3194051	12.040216769334542	647600000	pass/pass	NA/NA	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_initial
SRR23083716	44	107.09259930155126	3491738	11.628034321706743	747400000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083718	44.5	106.93859441893557	1456138	7.379012369778607	311200000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083720	48	130.45723954519175	10378000	3.848384652389093	2600000000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083722	44	135.13963073278768	12953384	4.441785080499514	3400000000	pass/pass	NA	pass/pass	warn/fail	warn/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083725	44	132.83696417968576	17567713	17.201541059559325	4600000000	pass/pass	NA	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083727	44	130.8638713995424	2359214	2.2738479040818547	617000000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083729	48	136.52407219419075	7993995	25.480750075481165	2000000000	pass/pass	NA	pass/pass	pass/fail	pass/pass	pass/pass	warn/warn	warn/pass	pass/pass	pass/pass	ribo_secondary
SRR23083731	47	129.2915730615328	4845710	5.262202021578226	1252400000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083733	44	139.6507193164416	15701365	6.239372909824617	4200000000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083734	48	70.5634280035128	1573674	3.808398039196355	221700000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083736	46	102.10369356087972	3687336	4.50326491647597	752400000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083738	47	125.22712748492673	1635511	19.378435246942637	409200000	pass/pass	NA	pass/pass	warn/fail	warn/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083740	46	138.97702900416914	5906013	6.235025121799374	1640500000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083742	47	129.79254870572794	2096468	6.131308285155029	543800000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083744	47	131.4537485644974	7141227	3.7760026139829037	1876500000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083747	44.5	137.5705708649176	14553513	6.473844892353775	3900000000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083749	45	122.65176660731333	3005167	2.7646991149470423	736600000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083751	46	93.36433532019288	272289	14.112250142165358	50700000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083753	47	128.7937530607016	659571	4.509904547138966	169700000	pass/pass	NA	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083755	48	130.92937086745624	9184567	2.2984642719055657	2400000000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083756	45	92.75629767453555	4454422	8.576908122463635	825600000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_secondary
SRR23083758	46	133.87175561331924	5315527	6.299825343096693	1422400000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083760	45.5	138.62549531074458	16044978	5.049144929420166	4400000000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_secondary
SRR23083762	47.5	127.96134562554074	9564325	11.552757722083207	2400000000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083764	45.5	117.89125543661072	850254	12.166186949467829	200200000	pass/pass	NA	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083766	47	132.41917503100768	15459078	8.388907564150657	4000000000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083769	48	130.38738670066053	4624365	2.351658958169068	1205200000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083771	51	138.74830910436089	13093209	3.6694921099932927	3600000000	pass/pass	NA	pass/pass	fail/fail	warn/warn	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083773	48	127.50575969205848	16570938	2.207105207407473	4200000000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083775	49	133.98944226058222	5704725	9.12986343574515	1527900000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083778	43	111.29560136318895	1938396	9.317204016103467	431100000	pass/pass	NA	pass/pass	warn/fail	pass/warn	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_secondary
SRR23083780	44	100.3539334936413	512763	5.567009951817468	102700000	pass/pass	NA	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_secondary
SRR23083782	45	112.54167567861782	1396294	9.739531790373995	314000000	pass/pass	NA	pass/pass	warn/fail	pass/warn	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_secondary
SRR23083784	43.5	100.61394208476045	1339233	6.0711667786351455	269200000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_secondary
SRR23083786	44	92.47706565832806	1834040	7.9796340810007464	338900000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083787	45	92.29766236484528	3669221	7.273197979248955	676500000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_secondary
SRR23083789	43	95.66047140622862	1322893	5.342478018478111	252800000	pass/pass	NA	pass/pass	warn/fail	pass/warn	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083790	54	126.78108643455104	6847794	1.6717961413884623	1735500000	pass/pass	NA	pass/pass	warn/fail	warn/warn	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083792	46.5	95.60130753169162	2187251	9.926598885994508	417800000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083794	50.5	137.45066790861824	12512565	1.994660117752609	3400000000	pass/pass	NA	pass/pass	warn/fail	fail/fail	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083795	49	124.15418824273675	10941713	4.190065161983256	2600000000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083797	50	109.34760331772449	1439782	4.340704987614508	314600000	pass/pass	NA	pass/pass	warn/fail	warn/pass	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_secondary
SRR23083798	50	88.03025230138232	4378890	2.735901494067477	770300000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083799	46	91.58798783320448	1199001	7.02522699242008	219400000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083801	45	90.05625414925606	3456945	8.831014268410279	622000000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083804	49	98.07419995158942	1255924	3.375644282942403	246100000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083806	46	131.354883719805	2480087	14.466337727156535	651100000	pass/pass	NA	pass/pass	warn/fail	pass/warn	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_secondary
SRR23083808	47.5	68.69792862005251	925470	4.942250591316082	126900000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083810	45	111.79917426543192	2138944	10.171285671587093	477800000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_secondary
SRR23083813	45	87.34114195893113	1498215	7.885341310844886	261300000	pass/pass	NA	pass/pass	fail/fail	pass/pass	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_secondary
SRR23083818	42.5	105.42652070745496	2722039	11.296666037667407	573500000	pass/pass	NA	pass/pass	warn/fail	pass/warn	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_secondary
SRR23083820	41.5	103.63942563564628	4400482	7.940888611999604	911300000	pass/pass	NA	pass/pass	fail/fail	pass/warn	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_secondary
SRR23083822	42	72.62949825765251	2494049	9.046529085985867	361800000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083823	42	85.0036086298748	2244065	4.795758478642142	381100000	pass/pass	NA	pass/pass	fail/fail	pass/pass	pass/pass	warn/warn	pass/pass	pass/pass	pass/pass	ribo_secondary
SRR23083825	45.5	86.80536201835963	1415605	8.120727951038106	245400000	pass/pass	NA	pass/pass	warn/fail	pass/pass	pass/pass	warn/warn	pass/pass	warn/pass	pass/pass	ribo_secondary
