sample	classification	n_reads	p_reads
SRR10002744	Archaeal	435	1.1624128591187682e-4
SRR10002744	Viral	423	1.1303462974879055e-4
SRR10002744	Human	209806	0.05606464191270627
SRR10002745	Filtered	286653	0.08429168233733551
SRR10002745	Duplicate	207228	0.06093638213240875
SRR10002745	Ribosomal	10559	0.0031049243294154457
SRR10002745	Unassigned	1663402	0.48913129457318977
SRR10002745	Bacterial	483155	0.14207403299353344
SRR10002745	Archaeal	1017	2.9905370234070537e-4
SRR10002745	Viral	298	8.762832182648004e-5
SRR10002745	Human	748415	0.22007500160994986
SRR10002746	Filtered	997779	0.2510736530928532
SRR10002746	Duplicate	230192	0.057923795101670866
SRR10002746	Ribosomal	14234	0.003581737416926666
SRR10002746	Unassigned	2146482	0.5401246939833907
SRR10002746	Bacterial	304384	0.07659291568875976
SRR10002746	Archaeal	393	9.889158387327384e-5
SRR10002746	Viral	464	1.1675749342798743e-4
SRR10002746	Human	280121	0.07048755563909756
SRR10002747	Filtered	554002	0.12873983214617357
SRR10002747	Duplicate	221848	0.051553377572579724
SRR10002747	Ribosomal	13585	0.003156903079241172
SRR10002747	Unassigned	2272258	0.5280307896231422
SRR10002747	Bacterial	610882	0.14195769354825216
SRR10002747	Archaeal	874	2.0310145684628519e-4
SRR10002747	Viral	324	7.529161558146042e-5
SRR10002747	Human	629495	0.1462830109581834
SRR10002748	Filtered	793430	0.17086512975697324
SRR10002748	Duplicate	261688	0.05635450395856322
SRR10002748	Ribosomal	12334	0.0026561265775462335
SRR10002748	Unassigned	1752597	0.3774217181310034
SRR10002748	Bacterial	721922	0.1554658838264417
SRR10002748	Archaeal	704	1.5160638159498528e-4
SRR10002748	Viral	601	1.2942533428776442e-4
SRR10002748	Human	1100328	0.23695560603358942
SRR10002749	Filtered	622582	0.138474859725093
SRR10002749	Duplicate	252885	0.05624675127385652
SRR10002749	Ribosomal	12074	0.002685502401805341
SRR10002749	Unassigned	2002236	0.44533788197623975
SRR10002749	Bacterial	722780	0.16076092645162038
SRR10002749	Archaeal	1182	2.629007651924725e-4
SRR10002749	Viral	529	1.1766032553876307e-4
SRR10002749	Human	881725	0.1961135170806538
SRR10002750	Filtered	443324	0.14529310879940902
SRR10002750	Duplicate	164072	0.05377225448416201
SRR10002750	Ribosomal	11771	0.0038577771193931383
SRR10002750	Unassigned	1733779	0.5682213028871222
SRR10002750	Bacterial	448480	0.14698291415388962
SRR10002750	Archaeal	2498	8.186838199170895e-4
SRR10002750	Viral	210	6.882450047341425e-5
SRR10002750	Human	247105	0.08098513423563346
SRR10002751	Filtered	783507	0.16034560667195485
SRR10002751	Duplicate	257993	0.05279856351266504
SRR10002751	Ribosomal	17286	0.003537599736736764
SRR10002751	Unassigned	2359808	0.4829374152232621
SRR10002751	Bacterial	751317	0.15375788623197126
SRR10002751	Archaeal	1519	3.108650931449233e-4
SRR10002751	Viral	775	1.5860463935965475e-4
SRR10002751	Human	714159	0.1461534588909054
SRR10002752	Filtered	444157	0.09893484391751305
SRR10002752	Duplicate	266390	0.05933769606509928
SRR10002752	Ribosomal	11689	0.0026036950685271423
SRR10002752	Unassigned	2021604	0.45030715761098
SRR10002752	Bacterial	797220	0.1775787306468653
SRR10002752	Archaeal	3386	7.542229020474723e-4
SRR10002752	Viral	450	1.0023635733058552e-4
SRR10002752	Human	944493	0.21038341743163713
SRR10002753	Filtered	755186	0.09941690221352835
SRR10002753	Duplicate	486678	0.06406900966844664
SRR10002753	Ribosomal	22191	0.002921347160858924
SRR10002753	Unassigned	3420182	0.45025185774957405
SRR10002753	Bacterial	1239333	0.16315271690815075
SRR10002753	Archaeal	4396	5.787139885149759e-4
SRR10002753	Viral	1262	1.6613672736712912e-4
SRR10002753	Human	1666925	0.2194433155835592
SRR10002754	Filtered	590984	0.1206077981276918
SRR10002754	Duplicate	271505	0.055408640894946334
SRR10002754	Ribosomal	14306	0.0029195632369315564
SRR10002754	Unassigned	1955740	0.3991267024323027
SRR10002754	Bacterial	721967	0.14733876076315988
SRR10002754	Archaeal	1463	2.985685038187381e-4
SRR10002754	Viral	504	1.0285613528683801e-4
SRR10002754	Human	1343579	0.27419710990586216
SRR10002755	Filtered	406652	0.09502080797081977
SRR10002755	Duplicate	213513	0.0498907610740231
SRR10002755	Ribosomal	15903	0.00371599281242917
SRR10002755	Unassigned	2239275	0.5232427721217587
SRR10002755	Bacterial	944796	0.22076684557705026
SRR10002755	Archaeal	1151	2.6894974074740454e-4
SRR10002755	Viral	376	8.78584730851643e-5
SRR10002755	Human	457944	0.10700601223008639
SRR10002756	Filtered	301404	0.06805109137690774
SRR10002756	Duplicate	260294	0.05876926244794635
SRR10002756	Ribosomal	12475	0.002816609484037783
SRR10002756	Unassigned	2211703	0.499359009673332
SRR10002756	Bacterial	898960	0.2029674758934353
SRR10002756	Archaeal	1060	2.393271385234509e-4
SRR10002756	Viral	519	1.1717998574874624e-4
SRR10002756	Human	742669	0.16768004400006864
SRR10002757	Filtered	324496	0.0721417722239415
SRR10002757	Duplicate	283059	0.06292952117726153
SRR10002757	Ribosomal	16032	0.003564225421250894
SRR10002757	Unassigned	2535315	0.5636498361950293
SRR10002757	Bacterial	854154	0.18989504743407784
SRR10002757	Archaeal	5570	0.0012383193361007658
SRR10002757	Viral	330	7.336541847634699e-5
SRR10002757	Human	479076	0.10650791279386185
SRR10002758	Filtered	282708	0.0765140461685735
SRR10002758	Duplicate	198981	0.05385359247233515
SRR10002758	Ribosomal	10677	0.0028896970405572512
SRR10002758	Unassigned	2077707	0.5623249760274501
SRR10002758	Bacterial	686836	0.18589003995019016
SRR10002758	Archaeal	983	2.660459109176527e-4
SRR10002758	Viral	369	9.986870918475468e-5
SRR10002758	Human	436590	0.11816173372079145
SRR10002759	Filtered	388323	0.07982557408106328
SRR10002759	Duplicate	244837	0.050329890532585735
SRR10002759	Ribosomal	18819	0.0038685256310636504
SRR10002759	Unassigned	3148637	0.6472492128920431
SRR10002759	Bacterial	799568	0.16436310652948088
SRR10002759	Archaeal	986	2.0268697976665918e-4
SRR10002759	Viral	330	6.783641310648837e-5
SRR10002759	Human	263144	0.054093166940890225
SRR10002760	Filtered	303623	0.08522198279915043
SRR10002760	Duplicate	206180	0.05787133522008819
SRR10002760	Ribosomal	10142	0.0028466926074407527
SRR10002760	Unassigned	2085863	0.5854674405673626
SRR10002760	Bacterial	645370	0.1811447454214197
SRR10002760	Archaeal	3326	9.335535015133053e-4
SRR10002760	Viral	375	1.0525633285252241e-4
SRR10002760	Human	307852	0.0864089935501726
SRR10002761	Filtered	311465	0.0713299153723737
SRR10002761	Duplicate	277631	0.0635814481073234
SRR10002761	Ribosomal	11971	0.002741529279125056
SRR10002761	Unassigned	2040250	0.4672462711331464
SRR10002761	Bacterial	791385	0.1812384218996226
SRR10002761	Archaeal	1668	3.8199572613654607e-4
SRR10002761	Viral	356	8.15290638516849e-5
SRR10002761	Human	931815	0.21339888941842067
SRR10002762	Filtered	385868	0.0817836806513734
SRR10002762	Duplicate	313857	0.06652114365067355
SRR10002762	Ribosomal	17627	0.0037359950523022352
SRR10002762	Unassigned	2587396	0.5483915955265555
SRR10002762	Bacterial	851926	0.18056341526792047
SRR10002762	Archaeal	2396	5.078257301478502e-4
SRR10002762	Viral	401	8.499086719085473e-5
SRR10002762	Human	558683	0.11841135325383614
SRR10002763	Filtered	276976	0.08285659242631108
SRR10002763	Duplicate	161871	0.04842325498468965
SRR10002763	Ribosomal	11149	0.003335192034547911
SRR10002763	Unassigned	1738032	0.519927390993755
SRR10002763	Bacterial	622256	0.1861461345994838
SRR10002763	Archaeal	932	2.7880518218662237e-4
SRR10002763	Viral	408	1.2205205400444414e-4
SRR10002763	Human	531212	0.1589105777250215
SRR10002764	Filtered	452427	0.08035837982734281
SRR10002764	Duplicate	314471	0.05585515467176875
SRR10002764	Ribosomal	21213	0.0037677731684391583
SRR10002764	Unassigned	3159574	0.5611916344174791
SRR10002764	Bacterial	1137818	0.20209494795489116
SRR10002764	Archaeal	2729	4.847147021482328e-4
SRR10002764	Viral	552	9.804416107945201e-5
SRR10002764	Human	541332	0.09614935109685128
SRR10002765	Filtered	252457	0.05315553410724129
SRR10002765	Duplicate	451875	0.09514355702044174
SRR10002765	Ribosomal	10813	0.0022767076781455855
SRR10002765	Unassigned	1303511	0.27445792122881996
SRR10002765	Bacterial	1000950	0.21075284846386977
SRR10002765	Archaeal	1012	2.1307945716113314e-4
SRR10002765	Viral	780	1.6423120215976664e-4
SRR10002765	Human	1728004	0.36383612084216077
SRR10002766	Filtered	263413	0.057221898786972994
SRR10002766	Duplicate	419430	0.09111388203399257
SRR10002766	Ribosomal	9147	0.001987026867331688
SRR10002766	Unassigned	1125780	0.2445561502902228
SRR10002766	Bacterial	1086177	0.23595308644120816
SRR10002766	Archaeal	921	2.000712523026659e-4
SRR10002766	Viral	782	1.6987591672169893e-4
SRR10002766	Human	1697710	0.36879800841124744
SRR10002767	Filtered	378056	0.07128723027531274
SRR10002767	Duplicate	520504	0.09814759852302671
SRR10002767	Ribosomal	24337	0.004589048509242774
SRR10002767	Unassigned	2887437	0.5444626889256041
SRR10002767	Bacterial	997924	0.18817116507940937
SRR10002767	Archaeal	773	1.4575890609543757e-4
SRR10002767	Viral	954	1.798887405110575e-4
SRR10002767	Human	493293	0.09301662104079779
SRR10002768	Filtered	296444	0.06300947148553813
SRR10002768	Duplicate	403852	0.08583915032308816
SRR10002768	Ribosomal	8886	0.001888728271175979
SRR10002768	Unassigned	1107756	0.23545465617429864
SRR10002768	Bacterial	633469	0.1346444754910619
SRR10002768	Archaeal	426	9.054673008338589e-5
SRR10002768	Viral	404	8.587060787250681e-5
SRR10002768	Human	2253516	0.4789871009168813
SRR10002769	Filtered	186340	0.057426188671872234
SRR10002769	Duplicate	274868	0.08470871325458934
SRR10002769	Ribosomal	3884	0.001196969608251324
SRR10002769	Unassigned	450698	0.138895934217213
SRR10002769	Bacterial	305962	0.09429125007203698
SRR10002769	Archaeal	217	6.687497553824339e-5
SRR10002769	Viral	196	6.040320371196177e-5
SRR10002769	Human	2022696	0.6233536659967869
SRR10002770	Filtered	241902	0.047577295256077415
SRR10002770	Duplicate	533023	0.10483498544567697
SRR10002770	Ribosomal	7404	0.0014562190228935568
SRR10002770	Unassigned	727159	0.14301766186767367
SRR10002770	Bacterial	533484	0.10492565494453623
SRR10002770	Archaeal	296	5.821729210919676e-5
SRR10002770	Viral	268	5.27102509637322e-5
SRR10002770	Human	3040864	0.5980772559200692
SRR10002771	Filtered	336581	0.059911722231725494
SRR10002771	Duplicate	525437	0.09352826093650904
SRR10002771	Ribosomal	12235	0.002177841059076898
SRR10002771	Unassigned	1291404	0.22987107928534062
SRR10002771	Bacterial	1287080	0.22910140337692636
SRR10002771	Archaeal	892	1.5877680626862222e-4
SRR10002771	Viral	2336	4.1581011148374614e-4
SRR10002771	Human	2161984	0.38483510619266925
SRR10002772	Filtered	425667	0.07019251587863949
SRR10002772	Duplicate	591014	0.0974582468913452
SRR10002772	Ribosomal	12275	0.0020241482952878653
SRR10002772	Unassigned	1693952	0.279332794549855
SRR10002772	Bacterial	1379812	0.22753108819696455
SRR10002772	Archaeal	1463	2.4124879478665148e-4
SRR10002772	Viral	901	1.4857495837510115e-4
SRR10002772	Human	1959195	0.32307138243474615
SRR10002773	Filtered	323993	0.057220803249081534
SRR10002773	Duplicate	531750	0.09391302320636281
SRR10002773	Ribosomal	14936	0.002637865377734339
SRR10002773	Unassigned	2128249	0.3758726802556059
SRR10002773	Bacterial	1146796	0.20253705568587502
SRR10002773	Archaeal	1233	2.1776165042490896e-4
SRR10002773	Viral	1406	2.483153937529781e-4
SRR10002773	Human	1513791	0.2673524951811625
SRR10002774	Filtered	337651	0.05724844752300528
SRR10002774	Duplicate	564630	0.09573254906668267
SRR10002774	Ribosomal	14818	0.0025123796328039667
SRR10002774	Unassigned	2982699	0.5057141461995384
SRR10002774	Bacterial	1078791	0.18290812096451778
SRR10002774	Archaeal	1279	2.1685339116994694e-4
SRR10002774	Viral	939	1.592066726415795e-4
SRR10002774	Human	917187	0.15550829654964043
