sample	classification	n_reads	p_reads
SRR10002844	Unassigned	1418312	0.3896335228693136
SRR10002844	Bacterial	434847	0.11945958894739127
SRR10002844	Archaeal	415	1.1400729317016646e-4
SRR10002844	Viral	550	1.5109400299660616e-4
SRR10002844	Human	1055670	0.29000982935168584
SRR10002845	Filtered	341543	0.18184165635561728
SRR10002845	Duplicate	148505	0.07906587216570371
SRR10002845	Ribosomal	4888	0.0026024307810912748
SRR10002845	Unassigned	853111	0.45420669518976237
SRR10002845	Bacterial	206685	0.11004161333671238
SRR10002845	Archaeal	1107	5.893802935081917e-4
SRR10002845	Viral	138	7.347288211755235e-5
SRR10002845	Human	322267	0.17157887899548727
SRR10002846	Filtered	256889	0.05736034647222113
SRR10002846	Duplicate	426704	0.09527807450331717
SRR10002846	Ribosomal	9581	0.0021393266334889804
SRR10002846	Unassigned	1326994	0.2963024325936829
SRR10002846	Bacterial	1179550	0.26337989046361826
SRR10002846	Archaeal	1002	2.2373502627658472e-4
SRR10002846	Viral	920	2.0542537342760274e-4
SRR10002846	Human	1276872	0.28511076893396736
SRR10002847	Filtered	215831	0.053109014833938824
SRR10002847	Duplicate	385264	0.09480098545149959
SRR10002847	Ribosomal	10634	0.0026166827922963127
SRR10002847	Unassigned	1097101	0.26996100320773714
SRR10002847	Bacterial	852878	0.20986563725109034
SRR10002847	Archaeal	798	1.9636193983942613e-4
SRR10002847	Viral	957	2.3548668725104113e-4
SRR10002847	Human	1500461	0.36921482783634735
SRR10002848	Filtered	518850	0.10544370797671439
SRR10002848	Duplicate	314677	0.06395048606531474
SRR10002848	Ribosomal	12061	0.002451106412078929
SRR10002848	Unassigned	1988754	0.40416612896506243
SRR10002848	Bacterial	785516	0.1596371200058529
SRR10002848	Archaeal	802	1.6298709414536944e-4
SRR10002848	Viral	727	1.4774515890733614e-4
SRR10002848	Human	1299248	0.2640407183219239
SRR10002849	Filtered	373876	0.10631184268818177
SRR10002849	Duplicate	212125	0.060317858408217045
SRR10002849	Ribosomal	8625	0.0024525234120017537
SRR10002849	Unassigned	1461762	0.41565281481443567
SRR10002849	Bacterial	412775	0.11737279436394481
SRR10002849	Archaeal	617	1.7544428350203852e-4
SRR10002849	Viral	401	1.1402456674929893e-4
SRR10002849	Human	1046605	0.2976026974629676
SRR10002850	Filtered	557590	0.21156270085726925
SRR10002850	Duplicate	139538	0.05294398420384447
SRR10002850	Ribosomal	7654	0.0029041068031376797
SRR10002850	Unassigned	1440135	0.5464209368874683
SRR10002850	Bacterial	207745	0.07882331693465343
SRR10002850	Archaeal	431	1.6353149100500916e-4
SRR10002850	Viral	110	4.173657543051278e-5
SRR10002850	Human	282375	0.10713968624719132
SRR10002851	Filtered	717455	0.15762446028086816
SRR10002851	Duplicate	249914	0.05490596534505005
SRR10002851	Ribosomal	15610	0.0034295082269750047
SRR10002851	Unassigned	2570973	0.5648413231794112
SRR10002851	Bacterial	560171	0.12306925387654166
SRR10002851	Archaeal	1118	2.456239716693181e-4
SRR10002851	Viral	226	4.96520729850321e-5
SRR10002851	Human	436206	0.09583421304649961
SRR10002852	Filtered	535985	0.11773004842662346
SRR10002852	Duplicate	262665	0.05769482946347202
SRR10002852	Ribosomal	14382	0.0031590316081078736
SRR10002852	Unassigned	2183704	0.47965442627948796
SRR10002852	Bacterial	689349	0.151416720902347
SRR10002852	Archaeal	1743	3.828530171695191e-4
SRR10002852	Viral	465	1.0213806826381318e-4
SRR10002852	Human	864368	0.18985995223452834
SRR10002853	Filtered	517300	0.11026636799039598
SRR10002853	Duplicate	264989	0.056484389304865726
SRR10002853	Ribosomal	13364	0.0028486366553714514
SRR10002853	Unassigned	2439734	0.5200475682247839
SRR10002853	Bacterial	669892	0.14279249523646306
SRR10002853	Archaeal	2381	5.075279763872662e-4
SRR10002853	Viral	535	1.1403925550910854e-4
SRR10002853	Human	783172	0.16693897535622346
SRR10002854	Filtered	508837	0.12048911994639003
SRR10002854	Duplicate	225478	0.053391647594951096
SRR10002854	Ribosomal	19643	0.00465132799522625
SRR10002854	Unassigned	2255073	0.5339858563446951
SRR10002854	Bacterial	799890	0.18940847885259507
SRR10002854	Archaeal	1221	2.89124445460024e-4
SRR10002854	Viral	298	7.056436097222535e-5
SRR10002854	Human	412655	0.09771388045971023
SRR10002855	Filtered	477609	0.11461162724566525
SRR10002855	Duplicate	264137	0.06338484280193271
SRR10002855	Ribosomal	15724	0.0037732815478997263
SRR10002855	Unassigned	2293239	0.5503075809987293
SRR10002855	Bacterial	582190	0.1397078850401769
SRR10002855	Archaeal	1454	3.489157574819513e-4
SRR10002855	Viral	269	6.455181482987957e-5
SRR10002855	Human	532573	0.12780131479328422
SRR10002856	Filtered	442497	0.11350355133858146
SRR10002856	Duplicate	250207	0.06417983188535166
SRR10002856	Ribosomal	14518	0.003723967751947529
SRR10002856	Unassigned	2654314	0.6808499613957055
SRR10002856	Bacterial	382508	0.09811595652720384
SRR10002856	Archaeal	635	1.6288190676998766e-4
SRR10002856	Viral	268	6.874385986512865e-5
SRR10002856	Human	153583	0.039395105334574826
SRR10002857	Filtered	420584	0.09903170806997848
SRR10002857	Duplicate	243389	0.057308952303092825
SRR10002857	Ribosomal	12221	0.0028775857006524425
SRR10002857	Unassigned	2446199	0.5759878294206943
SRR10002857	Bacterial	552796	0.1301626597641656
SRR10002857	Archaeal	908	2.1379983767223779e-4
SRR10002857	Viral	368	8.665015447509197e-5
SRR10002857	Human	570498	0.13433081474926906
SRR10002858	Filtered	258735	0.07291507852880827
SRR10002858	Duplicate	304042	0.08568321373627813
SRR10002858	Ribosomal	6500	0.0018317893228100325
SRR10002858	Unassigned	758549	0.2137695321581888
SRR10002858	Bacterial	724888	0.20428339978971058
SRR10002858	Archaeal	1106	3.116859986196763e-4
SRR10002858	Viral	533	1.5020672447042265e-4
SRR10002858	Human	1494090	0.42105509374111405
SRR10002859	Filtered	312555	0.09802119833270977
SRR10002859	Duplicate	181548	0.05693574735616705
SRR10002859	Ribosomal	8855	0.002777039916930284
SRR10002859	Unassigned	878691	0.27556860323516524
SRR10002859	Bacterial	433653	0.13599906167098458
SRR10002859	Archaeal	287	9.000682734714756e-5
SRR10002859	Viral	363	1.1384138789900543e-4
SRR10002859	Human	1372695	0.43049450127279687
SRR10002860	Filtered	404273	0.07558807636719225
SRR10002860	Duplicate	273470	0.05113146622241917
SRR10002860	Ribosomal	14809	0.0027688809861696182
SRR10002860	Unassigned	2813212	0.5259942748912285
SRR10002860	Bacterial	942610	0.1762424813541322
SRR10002860	Archaeal	1372	2.565267548804589e-4
SRR10002860	Viral	729	1.3630321013692023e-4
SRR10002860	Human	897895	0.16788199021384084
SRR10002861	Filtered	468962	0.08708400555005898
SRR10002861	Duplicate	352729	0.06550009210483312
SRR10002861	Ribosomal	16055	0.002981336886797218
SRR10002861	Unassigned	2703709	0.5020658594123711
SRR10002861	Bacterial	917483	0.17037221494296928
SRR10002861	Archaeal	1213	2.2524831165898632e-4
SRR10002861	Viral	690	1.281297073740318e-4
SRR10002861	Human	924327	0.1716431130839372
SRR10002862	Filtered	538226	0.06877303184719886
SRR10002862	Duplicate	456851	0.05837515908266165
SRR10002862	Ribosomal	20212	0.00258263353999172
SRR10002862	Unassigned	3970247	0.5073071969251686
SRR10002862	Bacterial	1605422	0.20513638942413354
SRR10002862	Archaeal	1520	1.9422140217630193e-4
SRR10002862	Viral	1339	1.7109372204872914e-4
SRR10002862	Human	1232303	0.15746027405662064
SRR10002863	Filtered	406530	0.07873029128251767
SRR10002863	Duplicate	260696	0.0504874720591032
SRR10002863	Ribosomal	11571	0.0022408880044031483
SRR10002863	Unassigned	2065991	0.4001084131972055
SRR10002863	Bacterial	699530	0.1354738903915076
SRR10002863	Archaeal	3743	7.248849538052878e-4
SRR10002863	Viral	365	7.068741868526049e-5
SRR10002863	Human	1715152	0.33216347269277235
SRR10002864	Filtered	469628	0.06714884363888429
SRR10002864	Duplicate	425994	0.06090992125065558
SRR10002864	Ribosomal	21801	0.0031171734653200334
SRR10002864	Unassigned	3985827	0.5699056998190979
SRR10002864	Bacterial	1489527	0.21297711298920935
SRR10002864	Archaeal	5693	8.140025016314366e-4
SRR10002864	Viral	662	9.465477886527508e-5
SRR10002864	Human	594704	0.08503259155633618
SRR10002865	Filtered	367763	0.07060842632580754
SRR10002865	Duplicate	274898	0.052778868945793464
SRR10002865	Ribosomal	17297	0.00332092665699783
SRR10002865	Unassigned	2680587	0.5146576183558907
SRR10002865	Bacterial	1057490	0.20303212872224288
SRR10002865	Archaeal	2412	4.630904258934362e-4
SRR10002865	Viral	785	1.5071558222485383e-4
SRR10002865	Human	807254	0.15498822498514925
SRR10002866	Filtered	254879	0.07326648257988257
SRR10002866	Duplicate	152690	0.043891647507728254
SRR10002866	Ribosomal	9370	0.0026934621595874893
SRR10002866	Unassigned	1338208	0.38467583881080625
SRR10002866	Bacterial	692312	0.19900919686535046
SRR10002866	Archaeal	646	1.8569653736323565e-4
SRR10002866	Viral	875	2.5152394766692136e-4
SRR10002866	Human	1029814	0.2960261515916148
SRR10002867	Filtered	313414	0.08945300815829792
SRR10002867	Duplicate	151400	0.043211807497962135
SRR10002867	Ribosomal	9999	0.0028538630328409737
SRR10002867	Unassigned	1610162	0.45956413728225703
SRR10002867	Bacterial	744184	0.21240116083925664
SRR10002867	Archaeal	969	2.7656698458074843e-4
SRR10002867	Viral	636	1.8152384127281322e-4
SRR10002867	Human	672908	0.19205793236353175
SRR10002868	Filtered	393403	0.08700801533664923
SRR10002868	Duplicate	253353	0.05603348655090604
SRR10002868	Ribosomal	12487	0.002761720392342557
SRR10002868	Unassigned	2293467	0.5072406969700254
SRR10002868	Bacterial	900264	0.19910926942355087
SRR10002868	Archaeal	1570	3.472332038101877e-4
SRR10002868	Viral	624	1.380086109411192e-4
SRR10002868	Human	666289	0.14736156951177462
SRR10002869	Filtered	460920	0.1017919373859887
SRR10002869	Duplicate	235143	0.05193018643745887
SRR10002869	Ribosomal	12039	0.00265875452180404
SRR10002869	Unassigned	2384609	0.5266292849476376
SRR10002869	Bacterial	805148	0.17781301484520964
SRR10002869	Archaeal	3391	7.488858363184234e-4
SRR10002869	Viral	557	1.230107374902276e-4
SRR10002869	Human	626253	0.13830492528809246
SRR10002870	Filtered	343499	0.061443912902865744
SRR10002870	Duplicate	525797	0.09405274854537597
SRR10002870	Ribosomal	19093	0.003415289794306288
SRR10002870	Unassigned	1704152	0.30483281482986696
SRR10002870	Bacterial	1257169	0.22487804197445357
SRR10002870	Archaeal	9400	0.0016814394839197145
SRR10002870	Viral	1326	2.3719029315718526e-4
SRR10002870	Human	1730012	0.3094585621760546
SRR10002871	Filtered	265967	0.0824282661139362
SRR10002871	Duplicate	185477	0.05748287386786535
SRR10002871	Ribosomal	12578	0.00389816304722424
SRR10002871	Unassigned	2236516	0.6931391338627579
SRR10002871	Bacterial	376235	0.11660243075786389
SRR10002871	Archaeal	832	2.5785273137943774e-4
SRR10002871	Viral	156	4.8347387133644576e-5
SRR10002871	Human	148887	0.04614293223183936
SRR10002872	Filtered	291962	0.07842470463346184
SRR10002872	Duplicate	217706	0.05847859908800612
SRR10002872	Ribosomal	14401	0.0038682916661294414
SRR10002872	Unassigned	2387232	0.6412408617955363
SRR10002872	Bacterial	534579	0.14359471499116802
SRR10002872	Archaeal	1097	2.9466814511103375e-4
SRR10002872	Viral	278	7.467433394791921e-5
SRR10002872	Human	275577	0.07402348534663933
SRR10002873	Filtered	179035	0.053335148558504665
SRR10002873	Duplicate	235026	0.07001506199967111
SRR10002873	Ribosomal	6153	0.0018330000786465172
SRR10002873	Unassigned	549609	0.16373043072075957
SRR10002873	Bacterial	258417	0.07698332217188315
SRR10002873	Archaeal	197	5.868698447803737e-5
SRR10002873	Viral	292	8.698781455627874e-5
SRR10002873	Human	2128063	0.6339573616715006
SRR10002874	Filtered	287495	0.07708777433669844
SRR10002874	Duplicate	220277	0.05906420517770717
SRR10002874	Ribosomal	12588	0.0033752966255077826
SRR10002874	Unassigned	2494295	0.6688104144042687
SRR10002874	Bacterial	654638	0.17553204896164315
SRR10002874	Archaeal	1283	3.440185550148145e-4
SRR10002874	Viral	201	5.38953464988135e-5
SRR10002874	Human	58673	0.015732346592661116
